exp_begin,model_id,epoch,train_loss,train_acc,train_time,valid_loss,valid_acc,valid_time,test_loss,test_acc,test_time,exp_name,bn_layer,bn_act,optim,sched,lr,num_epoch,seed,act,skip,stat_file,model_file
05:31:45,0,1,2.1009698438522455,35.25615409207161,46.051029443740845,2.003989465677055,45.1234076433121,3.5727813243865967,1.9291463047266006,52.587890625,0.8060789108276367,exp2-skip,none,before,adam,const,0.001,15,3456,tanh,1,output/exp2-skip_model-0_stat.csv,output/exp2-skip_model-0_model.pt
05:31:45,0,2,1.9831180223418623,47.37851662404092,45.651103258132935,1.91873290660275,54.01074840764331,3.54763126373291,1.9291463047266006,52.587890625,0.8060789108276367,exp2-skip,none,before,adam,const,0.001,15,3456,tanh,1,output/exp2-skip_model-0_stat.csv,output/exp2-skip_model-0_model.pt
05:31:45,0,3,1.9353754906093372,52.18190537084399,45.585399866104126,1.9131651114506327,54.23964968152866,3.603043556213379,1.9291463047266006,52.587890625,0.8060789108276367,exp2-skip,none,before,adam,const,0.001,15,3456,tanh,1,output/exp2-skip_model-0_stat.csv,output/exp2-skip_model-0_model.pt
05:31:45,0,4,1.9052141325553056,55.30490728900256,45.661314725875854,1.8817470119257642,57.7328821656051,3.6202826499938965,1.9291463047266006,52.587890625,0.8060789108276367,exp2-skip,none,before,adam,const,0.001,15,3456,tanh,1,output/exp2-skip_model-0_stat.csv,output/exp2-skip_model-0_model.pt
05:31:45,0,5,1.8848977239845355,57.330962276214834,46.127845287323,1.854208225657226,60.57921974522293,3.474414825439453,1.9291463047266006,52.587890625,0.8060789108276367,exp2-skip,none,before,adam,const,0.001,15,3456,tanh,1,output/exp2-skip_model-0_stat.csv,output/exp2-skip_model-0_model.pt
05:31:45,0,6,1.8717206057989995,58.62172314578005,45.94855761528015,1.8549406224754965,60.280652866242036,3.604928493499756,1.9291463047266006,52.587890625,0.8060789108276367,exp2-skip,none,before,adam,const,0.001,15,3456,tanh,1,output/exp2-skip_model-0_stat.csv,output/exp2-skip_model-0_model.pt
05:31:45,0,7,1.8616626387666864,59.58679667519181,45.95483660697937,1.8410988613298744,61.8531050955414,3.6185543537139893,1.9291463047266006,52.587890625,0.8060789108276367,exp2-skip,none,before,adam,const,0.001,15,3456,tanh,1,output/exp2-skip_model-0_stat.csv,output/exp2-skip_model-0_model.pt
05:31:45,0,8,1.849806031912489,60.80962276214834,46.03957653045654,1.8207789515234103,63.83359872611465,3.543271780014038,1.9291463047266006,52.587890625,0.8060789108276367,exp2-skip,none,before,adam,const,0.001,15,3456,tanh,1,output/exp2-skip_model-0_stat.csv,output/exp2-skip_model-0_model.pt
05:31:45,0,9,1.8391467709370586,62.03244884910486,45.81214928627014,1.8243657236645936,63.3359872611465,3.5782015323638916,1.9291463047266006,52.587890625,0.8060789108276367,exp2-skip,none,before,adam,const,0.001,15,3456,tanh,1,output/exp2-skip_model-0_stat.csv,output/exp2-skip_model-0_model.pt
05:31:45,0,10,1.8388525396966569,61.91256393861892,46.12418079376221,1.8199415525813012,63.93312101910828,3.587902784347534,1.9291463047266006,52.587890625,0.8060789108276367,exp2-skip,none,before,adam,const,0.001,15,3456,tanh,1,output/exp2-skip_model-0_stat.csv,output/exp2-skip_model-0_model.pt
05:31:45,0,11,1.8309225664114404,62.71579283887468,46.075623989105225,1.807766262892705,65.07762738853503,3.50417160987854,1.9291463047266006,52.587890625,0.8060789108276367,exp2-skip,none,before,adam,const,0.001,15,3456,tanh,1,output/exp2-skip_model-0_stat.csv,output/exp2-skip_model-0_model.pt
05:31:45,0,12,1.824455547668135,63.379156010230176,45.84063911437988,1.8045403987738737,65.45581210191082,3.5105481147766113,1.9291463047266006,52.587890625,0.8060789108276367,exp2-skip,none,before,adam,const,0.001,15,3456,tanh,1,output/exp2-skip_model-0_stat.csv,output/exp2-skip_model-0_model.pt
05:31:45,0,13,1.821559413772105,63.71882992327366,45.946500301361084,1.8107927141675524,64.58996815286625,3.583998918533325,1.9291463047266006,52.587890625,0.8060789108276367,exp2-skip,none,before,adam,const,0.001,15,3456,tanh,1,output/exp2-skip_model-0_stat.csv,output/exp2-skip_model-0_model.pt
05:31:45,0,14,1.8221910159911037,63.644900895140665,45.944276571273804,1.8031418946138613,65.54538216560509,3.537921190261841,1.9291463047266006,52.587890625,0.8060789108276367,exp2-skip,none,before,adam,const,0.001,15,3456,tanh,1,output/exp2-skip_model-0_stat.csv,output/exp2-skip_model-0_model.pt
05:31:45,0,15,1.813738093656652,64.51007033248082,45.9668984413147,1.791951814274879,66.66998407643312,3.623415946960449,1.9291463047266006,52.587890625,0.8060789108276367,exp2-skip,none,before,adam,const,0.001,15,3456,tanh,1,output/exp2-skip_model-0_stat.csv,output/exp2-skip_model-0_model.pt
05:44:09,1,1,2.0701754446834553,38.455083120204606,45.38405632972717,1.9742027376867404,48.23845541401274,3.5635569095611572,1.9412064366042614,51.85546875,0.7784581184387207,exp2-skip,none,before,adam,const,0.001,15,3456,tanh,2,output/exp2-skip_model-1_stat.csv,output/exp2-skip_model-1_model.pt
05:44:09,1,2,1.958800711900072,49.880115089514064,45.35389566421509,1.927982000029011,52.70700636942675,3.555976629257202,1.9412064366042614,51.85546875,0.7784581184387207,exp2-skip,none,before,adam,const,0.001,15,3456,tanh,2,output/exp2-skip_model-1_stat.csv,output/exp2-skip_model-1_model.pt
05:44:09,1,3,1.919941911764462,53.802349744245525,44.74280595779419,1.8914330096761132,56.817277070063696,3.5684826374053955,1.9412064366042614,51.85546875,0.7784581184387207,exp2-skip,none,before,adam,const,0.001,15,3456,tanh,2,output/exp2-skip_model-1_stat.csv,output/exp2-skip_model-1_model.pt
05:44:09,1,4,1.8943273670533125,56.39186381074169,44.9772367477417,1.8949002915886557,56.13057324840764,3.5392215251922607,1.9412064366042614,51.85546875,0.7784581184387207,exp2-skip,none,before,adam,const,0.001,15,3456,tanh,2,output/exp2-skip_model-1_stat.csv,output/exp2-skip_model-1_model.pt
